break_id,reconciliation_id,business_date,break_type,mismatch_type,root_cause,source_system,comparison_system,source_record_id,comparison_record_id,source_value,target_value,difference,breaking_fields,severity,status,age,counterparty,client,corporate_action_type,needs_evidence_bundle,split
BRK01285,RECON-DAILY,2026-08-11,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102629,TRD102629,1370330.0,2740660.0,,"amount,cash_id",P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,False,TRAIN
BRK01286,RECON-DAILY,2026-08-20,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102631,TRD102631,1246.28,1271.59,,price,P2,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,True,TEST
BRK01287,RECON-DAILY,2026-08-12,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102635,TRD102635,6000,6400,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-CORE-02,MANDATORY,True,TRAIN
BRK01288,RECON-DAILY,2026-08-05,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102636,TRD102636,2026-08-05,2026-08-06,,settlement_date,P2,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK01289,RECON-DAILY,2026-08-16,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102638,TRD102638,6000,6600,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK01290,RECON-DAILY,2026-08-13,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102639,TRD102639,979740.0,1959480.0,,"amount,cash_id",P1,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,False,TEST
BRK01291,RECON-DAILY,2026-08-07,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102642,TRD102642,SSI-IN-0147,SSI-IN-0203,,ssi_code,P0,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK01292,RECON-DAILY,2026-08-07,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102643,TRD102643,2026-08-06,2026-08-07,,trade_date,P2,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TEST
BRK01293,RECON-DAILY,2026-08-10,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102644,TRD102644,2026-08-10,2026-08-15,,"settlement_date,settlement_status",P1,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK01294,RECON-DAILY,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102645,TRD102645,TRD102645,,,confirmation,P0,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,,True,TRAIN
BRK01295,RECON-DAILY,2026-08-05,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102646,TRD102646,2000,2480,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-INDEX-04,,False,TEST
BRK01296,RECON-DAILY,2026-08-05,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102647,TRD102647,250,150,,quantity,P1,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK01297,RECON-DAILY,2026-08-06,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102648,TRD102648,3000,2000,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-01,MANDATORY,True,TRAIN
BRK01298,RECON-DAILY,2026-08-20,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102651,TRD102651,"qty=500,price=1667.44","qty=425,price=1699.55",,"quantity,price",P1,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK01299,RECON-DAILY,2026-08-07,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102652,TRD102652,500,585,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,False,TRAIN
BRK01300,RECON-DAILY,2026-08-02,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102655,TRD102655,750,968,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,False,TRAIN
BRK01301,RECON-DAILY,2026-08-04,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102656,TRD102656,2250,1500,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-01,MANDATORY,True,TRAIN
BRK01302,RECON-DAILY,2026-08-10,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102658,TRD102658,"qty=2000,price=1668.81","qty=1925,price=1696.11",,"quantity,price",P1,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK01303,RECON-DAILY,2026-08-04,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102660,TRD102660,1294876.0,1204234.68,,"amount,currency",P2,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK01304,RECON-DAILY,2026-08-10,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102662,TRD102662,750,500,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-02,MANDATORY,True,TEST
BRK01305,RECON-DAILY,2026-08-20,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102663,TRD102663,200,400,,quantity,P1,OPEN,0,ICICI-CUST,EQ-INDEX-04,,True,TRAIN
BRK01306,RECON-DAILY,2026-08-18,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102664,TRD102664,2026-08-17,2026-08-18,,trade_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TRAIN
BRK01307,RECON-DAILY,2026-08-07,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102665,TRD102665,637072.5,1274145.0,,"amount,cash_id",P1,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TEST
BRK01308,RECON-DAILY,2026-08-03,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102666,TRD102666,750,650,,quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-01,,True,TRAIN
BRK01309,RECON-DAILY,2026-08-20,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102667,TRD102667,3000,1500,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,VOLUNTARY,True,TEST
BRK01310,RECON-DAILY,2026-08-13,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102668,TRD102668,DEUTSCHE-BROKER,KOTAK-CUST,,counterparty,P1,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK01311,RECON-DAILY,2026-08-09,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102669,TRD102669,2026-08-09,2026-08-10,,settlement_date,P2,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK01312,RECON-DAILY,2026-08-02,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102670,TRD102670,750,585,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-01,,False,TRAIN
BRK01313,RECON-DAILY,2026-08-18,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102671,TRD102671,200,258,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-01,,False,TRAIN
BRK01314,RECON-DAILY,2026-08-15,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102673,TRD102673,200,248,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,False,TRAIN
BRK01315,RECON-DAILY,2026-08-13,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102674,TRD102674,738328.0,671878.48,,amount,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,False,TRAIN
BRK01316,RECON-DAILY,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102675,TRD102675,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,KOTAK-CUST,EQ-CORE-01,,True,TRAIN
BRK01317,RECON-DAILY,2026-08-20,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102679,TRD102679,500,435,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-02,,False,TRAIN
BRK01318,RECON-DAILY,2026-08-15,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102680,TRD102680,3000,1000,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,MANDATORY,True,TRAIN
BRK01319,RECON-DAILY,2026-08-02,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102681,TRD102681,2026-08-02,2026-08-05,,"settlement_date,settlement_status",P1,OPEN,0,KOTAK-CUST,EQ-CORE-02,,True,TRAIN
BRK01320,RECON-DAILY,2026-08-20,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102683,TRD102683,375,250,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-02,MANDATORY,True,TRAIN
BRK01321,RECON-DAILY,2026-08-22,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102687,TRD102687,"qty=750,price=171.65","qty=675,price=173.52",,"quantity,price",P1,OPEN,0,KOTAK-CUST,EQ-CORE-02,,True,TRAIN
BRK01322,RECON-DAILY,2026-08-12,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102688,TRD102688,SSI-IN-0147,SSI-US-7742,,ssi_code,P0,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK01323,RECON-DAILY,2026-08-20,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102691,TRD102691,389962.0,417259.34,,"amount,currency",P2,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,False,TRAIN
BRK01324,RECON-DAILY,2026-08-19,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102697,TRD102697,4000,2000,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-CORE-01,VOLUNTARY,True,TEST
BRK01325,RECON-DAILY,2026-08-02,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102698,TRD102698,2026-08-02,2026-08-04,,"settlement_date,settlement_status",P1,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK01326,RECON-DAILY,2026-08-16,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102700,TRD102700,34346.0,68692.0,,"amount,cash_id",P1,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TEST
BRK01327,RECON-DAILY,2026-08-22,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102706,TRD102706,4500,1500,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-01,VOLUNTARY,True,TRAIN
BRK01328,RECON-DAILY,2026-08-20,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102707,TRD102707,7373140.0,14746280.0,,"amount,cash_id",P1,OPEN,0,KOTAK-CUST,EQ-CORE-02,,True,TRAIN
BRK01329,RECON-DAILY,2026-08-22,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102713,TRD102713,1500,1170,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-INDEX-04,,True,TRAIN
BRK01330,RECON-DAILY,2026-08-05,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102716,TRD102716,375,250,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-02,MANDATORY,True,TRAIN
BRK01331,RECON-DAILY,2026-08-20,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102718,TRD102718,SSI-IN-0147,SSI-JP-3389,,ssi_code,P0,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK01332,RECON-DAILY,2026-08-18,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102720,TRD102720,"qty=250,price=471.2","qty=325,price=476.25",,"quantity,price",P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TEST
BRK01333,RECON-DAILY,2026-08-04,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102721,TRD102721,567758.0,1135516.0,,"amount,cash_id",P1,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK01334,RECON-DAILY,2026-08-08,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102722,TRD102722,2026-08-07,2026-08-08,,trade_date,P2,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,True,TRAIN
BRK01335,RECON-DAILY,2026-08-15,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102723,TRD102723,837390.0,996494.1,,amount,P1,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TEST
BRK01336,RECON-DAILY,2026-08-12,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102724,TRD102724,SSI-US-7742,SSI-JP-3389,,ssi_code,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TRAIN
BRK01337,RECON-DAILY,2026-08-05,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102726,TRD102726,1500,750,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,VOLUNTARY,True,TEST
BRK01338,RECON-DAILY,2026-08-10,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102727,TRD102727,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,ICICI-CUST,EQ-INDEX-04,,True,TEST
BRK01339,RECON-DAILY,2026-08-22,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102732,TRD102732,296300.0,317041.0,,"amount,currency",P2,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK01340,RECON-DAILY,2026-08-04,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102734,TRD102734,1500,1450,,quantity,P1,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,True,TRAIN
BRK01341,RECON-DAILY,2026-08-21,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102735,TRD102735,100,0,,actual_quantity,P0,OPEN,0,HDFC-CUST,EQ-CORE-02,,False,TRAIN
BRK01342,RECON-DAILY,2026-08-09,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102736,TRD102736,26088420.0,33132293.4,,amount,P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,False,TEST
BRK01343,RECON-DAILY,2026-08-12,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102738,TRD102738,12941.99,12678.37,,price,P2,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TEST
BRK01344,RECON-DAILY,2026-08-22,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102740,TRD102740,283695.0,,,amount,P0,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK01345,RECON-DAILY,2026-08-11,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102741,TRD102741,1500,1650,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK01346,RECON-DAILY,2026-08-15,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102742,TRD102742,1500,0,,actual_quantity,P0,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,False,TRAIN
BRK01347,RECON-DAILY,2026-08-11,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102743,TRD102743,308692.5,617385.0,,"amount,cash_id",P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,False,TEST
BRK01348,RECON-DAILY,2026-08-02,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102744,TRD102744,2000,2340,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,,False,TRAIN
BRK01349,RECON-DAILY,2026-08-13,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102746,TRD102746,1500,1350,,actual_quantity,P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK01350,RECON-DAILY,2026-08-07,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102747,TRD102747,2026-08-06,2026-08-07,,trade_date,P2,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,True,TEST
BRK01351,RECON-DAILY,2026-08-12,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102748,TRD102748,MORGANSTANLEY-BROKER,NOMURA-BROKER,,counterparty,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK01352,RECON-DAILY,2026-08-16,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102750,TRD102750,471602.5,452738.4,,"amount,currency",P2,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,,False,TRAIN
BRK01353,RECON-DAILY,2026-08-10,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102752,TRD102752,2026-08-09,2026-08-10,,trade_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TRAIN
BRK01354,RECON-DAILY,2026-08-20,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102754,TRD102754,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,,True,TRAIN
BRK01355,RECON-DAILY,2026-08-06,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102755,TRD102755,2026-08-06,2026-08-07,,settlement_date,P2,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK01356,RECON-DAILY,2026-08-07,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102757,TRD102757,2026-08-07,2026-08-09,,"settlement_date,settlement_status",P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,True,TRAIN
BRK01357,RECON-DAILY,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102759,TRD102759,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK01358,RECON-DAILY,2026-08-05,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102761,TRD102761,250,300,,quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK01359,RECON-DAILY,2026-08-13,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102768,TRD102768,2606326.0,,,amount,P0,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,False,TRAIN
BRK01360,RECON-DAILY,2026-08-14,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102769,TRD102769,2026-08-14,2026-08-16,,"settlement_date,settlement_status",P1,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK01361,RECON-DAILY,2026-08-14,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102772,TRD102772,300,260,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,MANDATORY,True,TEST
BRK01362,RECON-DAILY,2026-08-13,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102773,TRD102773,200,0,,actual_quantity,P0,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK01363,RECON-DAILY,2026-08-15,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102774,TRD102774,"qty=1000,price=1237.84","qty=1075,price=1256.17",,"quantity,price",P1,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK01364,RECON-DAILY,2026-08-21,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD102775,TRD102775,2026-08-20,2026-08-21,,trade_date,P2,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK01365,RECON-DAILY,2026-08-21,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102776,TRD102776,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK01366,RECON-DAILY,2026-08-14,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102777,TRD102777,2770440.0,,,amount,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,,False,TEST
BRK01367,RECON-DAILY,2026-08-12,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD102778,TRD102778,SSI-DE-5510,SSI-IN-0091,,ssi_code,P0,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-02,,True,TRAIN
